4084,0.43911338
4085,0.18783957
4086,0.3333121
4087,0.3882236
4088,0.43029833
4089,0.3007516
4090,0.3921698
4091,0.3147756
4092,0.33223927
4093,0.41490942
4094,0.0010616779
4095,0.39327222
4096,0.3207885
4097,0.3847875
4098,0.39435813
4099,0.30728543
4100,0.43293327
4101,0.36079246
4102,0.31251705
4103,0.35850134
4104,0.2652141
4105,0.26643628
4106,0.31302252
4107,0.38782287
4108,0.23487952
4109,0.39961797
4110,0.35291898
4111,0.3721217
4112,0.58188814
4113,0.39807585
4114,0.4633078
4115,0.41539758
4116,0.00017756224
4117,0.39022893
4118,0.24384236
4119,0.46706456
4120,0.29932827
4121,0.2809198
4122,0.33802974
4123,0.38457215
4124,0.44529426
4125,0.4179581
4126,0.41290286
4127,0.40029368
4128,0.35190305
4129,0.2406083
4130,0.39029697
4131,0.32759923
4132,0.35042644
4133,0.4154202
4134,0.4070994
4135,0.30549604
4136,0.39277184
4137,0.4143611
4138,0.38639605
4139,0.20154163
4140,0.38925362
4141,0.22846943
4142,0.3676893
4143,0.39453274
4144,0.42460433
4145,0.42049596
4146,0.40172094
4147,0.43810064
4148,0.3000142
4149,0.39302456
4150,0.3973894
4151,0.27694005
4152,0.29302567
4153,0.42715985
4154,0.40955743
4155,0.37338716
4156,0.19501004
4157,0.32849902
4158,0.37077942
4159,0.3661272
4160,0.31737554
4161,0.39390546
4162,0.41142556
4163,0.4290595
4164,0.4205887
4165,0.36620235
4166,0.28268576
4167,0.41969433
4168,0.3489132
4169,0.40395322
4170,0.3805694
4171,0.260522
4172,0.42396703
4173,0.3972234
4174,0.2606813
4175,0.4328889
4176,0.37809345
4177,0.42516345
4178,0.38837793
4179,0.35062408
4180,0.33140117
4181,0.4384199
4182,5.905696e-22
4183,0.3847858
4184,0.32661685
4185,0.263003
4186,0.00027042627
4187,0.39529586
4188,0.33647096
4189,0.43748823
4190,0.18759337
4191,0.39235282
4192,0.42258346
4193,0.18927425
4194,0.35932362
4195,0.42410168
4196,0.28948596
4197,0.37837648
4198,0.38709703
4199,0.3500361
4200,0.28465733
4201,0.44588032
4202,0.26269215
4203,0.29246598
4204,0.4152728
4205,0.38594773
4206,0.36349994
4207,0.3006756
4208,0.43143228
4209,0.00050869584
4210,0.44095427
4211,0.45420647
4212,0.355722
4213,0.37254924
4214,0.4707558
4215,0.43683094
4216,0.39854282
4217,0.4162411
4218,0.18071502
4219,0.4350617
4220,0.39754617
4221,0.42319998
4222,0.35797232
4223,0.37181413
4224,0.4301454
4225,0.2553628
4226,0.37304085
4227,0.41927758
4228,0.26586866
4229,0.42991918
4230,0.39950997
4231,0.41321337
4232,0.45001718
4233,0.5523373
4234,0.4062066
4235,0.33861887
4236,0.30383393
4237,0.37576216
4238,0.4509075
4239,0.4934173
4240,0.41627142
4241,0.4125664
4242,0.3589395
4243,0.32177535
4244,0.42352757
4245,0.4366981
4246,0.35242248
4247,0.2298612
4248,0.24633092
4249,5.0830527e-05
4250,0.36454308
4251,0.29740354
4252,0.22361028
4253,1.2780415e-19
4254,0.3888154
4255,0.4360053
4256,0.26326978
4257,0.442451
4258,0.10346702
4259,0.00017142296
4260,0.4362498
4261,0.27227777
4262,0.38807696
4263,0.40024152
4264,0.34494182
4265,0.349352
4266,0.40699798
4267,0.44544962
4268,0.39246663
4269,0.3315277
4270,0.3224945
4271,0.3475415
4272,0.36940604
4273,0.35346553
4274,0.3174113
4275,0.41204068
4276,0.25216612
4277,0.18137726
4278,0.42596403
4279,0.27225924
4280,0.31869307
4281,0.39941177
4282,0.3222063
4283,0.42319232
4284,0.24591193
4285,0.30223966
4286,4.6838933e-05
4287,0.36177877
4288,0.3908494
4289,0.51616883
4290,0.33130026
4291,0.24064937
4292,6.422444e-05
4293,0.3614183
4294,0.3387019
4295,0.36784416
4296,0.36398646
4297,0.36935776
4298,0.0001283586
4299,0.40093762
4300,0.3298508
4301,0.42904216
4302,0.23454702
4303,0.44502768
4304,0.39452678
4305,5.1383424e-05
4306,0.22863975
4307,0.23487693
4308,0.22927877
4309,0.36400288
4310,0.33719864
4311,0.15216467
4312,0.4528336
4313,0.325629
4314,0.33002496
4315,0.42577708
4316,0.00011933362
4317,0.27244353
4318,0.26306292
4319,0.2646297
4320,0.32844177
4321,0.39893562
4322,0.35512525
4323,0.40601403
4324,0.38216978
4325,0.38885313
4326,0.2841331
4327,0.40376446
4328,0.39763683
4329,0.40072033
4330,0.40341848
4331,0.18800619
4332,0.4414057
4333,0.35353464
4334,0.41961947
4335,0.26220608
4336,0.42909008
4337,0.37849268
4338,0.00013431907
4339,0.38864484
4340,0.34674972
4341,1.30112675e-20
4342,0.2228058
4343,0.20632431
4344,0.3498999
4345,0.34807867
4346,0.1913456
4347,0.43300107
4348,0.3710302
4349,0.3619169
4350,0.47277257
4351,0.39618343
4352,0.36420226
4353,0.43960407
4354,0.4487293
4355,0.30480948
4356,0.18145728
4357,0.32058823
4358,0.25790957
4359,0.19073936
4360,0.37231377
4361,0.3816884
4362,0.3976015
4363,0.37175924
4364,0.3413108
4365,0.33099562
4366,0.38097218
4367,0.24807355
4368,5.574469e-07
4369,0.28748682
4370,0.42961216
4371,0.3427896
4372,0.45556185
4373,0.27055722
4374,0.14981923
4375,0.35570127
4376,0.40396857
4377,0.36460185
4378,0.38828167
4379,0.2677653
4380,0.43316025
4381,0.27111563
4382,0.41397694
4383,0.44178826
4384,0.21506062
4385,0.29781264
4386,0.38961816
4387,0.24234536
4388,0.35804385
4389,0.3567872
4390,0.24739021
4391,0.23910856
4392,0.36721957
4393,0.4458965
4394,0.27345628
4395,0.35195303
4396,0.34596032
4397,0.44089395
4398,0.33705926
4399,0.33576125
4400,0.43143028
4401,0.43412596
4402,0.36576045
4403,0.16435131
4404,0.06278744
4405,0.0008710027
4406,0.44035923
4407,0.37225562
4408,0.3046773
4409,2.0388182e-18
4410,6.6220564e-05
4411,0.2174879
4412,0.40932223
4413,0.41752654
4414,0.24562791
4415,0.43665138
4416,0.17251685
4417,0.39632922
4418,0.31633243
4419,0.34811097
4420,0.3306076
4421,0.43943575
4422,5.53063e-05
4423,0.26314235
4424,0.27575874
4425,0.43417263
4426,0.42038357
4427,0.42911276
4428,0.25828505
4429,0.38920438
4430,0.3556053
4431,0.35984153
4432,0.297085
4433,0.35349926
4434,0.4706728
4435,0.2707629
4436,0.32774404
4437,0.41592818
4438,0.4382332
4439,0.428819
4440,0.36206788
4441,0.39740422
4442,0.4423686
4443,0.005761057
4444,0.24081278
4445,0.41542774
4446,0.00036862493
4447,0.36709672
4448,0.36450756
4449,0.34238052
4450,0.34251305
4451,0.36730194
4452,0.34409142
4453,0.3693421
4454,0.36393577
4455,0.18012324
4456,0.18341395
4457,0.43202218
4458,0.392755
4459,0.2985838
4460,0.38535428
4461,0.32002744
4462,0.20913938
4463,0.39666724
4464,0.38154805
4465,0.35479867
4466,0.29785585
4467,0.3216532
4468,0.38785064
4469,0.43071863
4470,0.43753168
4471,0.29298675
4472,1.6052409e-12
4473,0.4095423
4474,0.43689924
4475,0.28783682
4476,0.3139674
4477,0.43241772
4478,0.35260034
4479,0.33387887
4480,0.39387572
4481,0.4203021
4482,0.44665408
4483,0.473587
4484,0.41196442
4485,0.42713103
4486,0.3682382
4487,0.24748302
4488,0.37582028
4489,0.45625436
4490,0.42657134
4491,0.34778118
4492,0.19616428
4493,0.18301103
4494,6.581235e-18
4495,0.31404287
4496,0.3949576
4497,0.57284755
4498,0.2943632
4499,0.21199155
4500,0.42119786
4501,0.12922472
4502,0.27831703
4503,0.4004296
4504,0.41835323
4505,0.31498194
4506,0.40055993
4507,0.4087327
4508,4.3367254e-05
4509,7.3043207e-06
4510,0.39655298
4511,0.26258838
4512,0.39247507
4513,0.0313344
4514,0.34135953
4515,0.41657677
4516,0.29380557
4517,0.3473051
4518,0.32925346
4519,0.39946827
4520,0.36490485
4521,0.3896556
4522,0.23606434
4523,0.3663994
4524,0.38426474
4525,0.43106937
4526,0.29082173
4527,0.33455795
4528,0.38326997
4529,0.43563974
4530,0.15117782
4531,0.4044036
4532,0.44698673
4533,0.38895822
4534,0.38678622
4535,0.33525088
4536,0.48185882
4537,0.35542542
4538,0.42324367
4539,0.41849524
4540,0.29099828
4541,0.30006558
